user_id,post_text,id,thread_id,post_time
2273816,"Hi everyone, I'm Ines from (also snowy) Croatia! Wish everyone good luck with the class.",76,4,1359409529
1501761,"You don't have too. Go to Non-ALEKS Users. ",77,14,1359409548
1152420,"i too thought it was the answer. hope they correct this mistake.
",78,5,1359409568
1035937,"Hello everyone. My name is Natema and I am from North Carolina, USA. I work in the mental health field with geriatric psychiatric individuals. I am also taking a mental health course through Coursera to fluff my resume. I look forward to this class because I like math and hope this refresher course will help me CLEP my college math class towards my RN degree. Nice to meet you. ",79,4,1359409626
2404489,"What is GST Time?  Are we talking about Dubai Time?",80,21,1359409705
1035937,"Nice to meet you. My name is Natema. I am in North Carolina. ",81,15,1359409731
2392736,"I'm Brittany from USA- North Carolina :) Nice to meet you all. Brushing up on my algebra since I have not seen it for 9 years.  x.x  My first Coursera course. ",82,4,1359409739
2322519,"Wow lots of different countries haha. Im ciara from new jersey!",83,4,1359409822
1286568,"Hello My Algebra Peers My name is Rae and I am from Southern California. It is so wonderful to see such an eclectic group of individuals taking the same course I am. Math has always been the one course always holding me back from my goal so I am hoping that by taking this class I will be more ready to go back next semester and finally master it. See you all in the forums. ",84,4,1359409856
2303815,"Hello! I'm Artur from Ukraine!",85,4,1359409899
1583171,"I tried this sum with both ""+"" and ""-"" but neither gives the correct answer.",86,19,1359409932
2449085,"My guess is that it is a + sign, i think they forgot to hold down shift
Unfortunately that still doesn't give the right answer (or maybe something is wrong with the way it is reading answers).  ",87,19,1359409933
666267,"I'm trying to enter the answer, and I don't know how to type the equation out. anyone has any pointers on how to type equations out?",88,22,1359410129
2159948,"Miguel, from Spain. Hello! :)",89,4,1359410194
712132,"The Coursera platform supports linking to the associated quiz through the video lecture links as an associated resource. It's easier to go to the quiz from the ""Video Lecture Index"" page where we are already watching the videos from. It's done through ""Section Management"" and then ""Edit Associated Resources"", support article is here (need Coursera admin to access): http://support.coursera.org/customer/portal/articles/712646

Thanks.",90,23,1359410327
2086521,"Hello, I am Charity from Olympia, Wa, USA.",91,4,1359410333
2449085,$$\sqrt7$$,92,22,1359410352
2449085,http://www.artofproblemsolving.com/Wiki/index.php/LaTeX:Symbols,93,22,1359410358
1969579,"No way I could not fidn out what = means in this question.

I have tried both + and - instead of = but it won't give the correct answer
",94,19,1359410358
1965076,"yes, i have the same problem",95,20,1359410422
2055644,"Hi there! I'm Lucas, currently melting in Brazil and trying to brush up on my math skills",96,4,1359410446
957136,"I'm having trouble reading the expression some of the exponent are too small and  i can't seem to make them bigger with my computer?",97,19,1359410451
1805656,"Hello, my name is Jeannie - I live in Seattle, WA USA.",98,4,1359410498
2328488,"Hi, I'm from Brazil. São Paulo. I'm not good at English, so I think I'll not be good at this course, but I will try. ",99,4,1359410582
363846,"In quiz 3, there is an example:
(4 *x^−3 *y^5 * z^−2   /   ( 6*y^−5 * z^5 * x^−8 ))   
And there is ""-2"" in the numerator. What is it for? It is an another exponent for z, or it for whole fraction, or for numerator?
If it is just for z, then k=4/6. But it is not the right answer. 
If that is for the whole fraction, then k=2,25.
But even that is not the right answer. Mabye Im just stupid, but I cant understand this assignment. 
Thanks you for your help...",100,24,1359410682
1226835,"Hi I am Elly Living in USA Virginia, I am from Tanzania",101,4,1359410761
1987155,"Purchase ALEKS? Isn't the major point of this site to promote free education?",102,25,1359410800
2131452,"I think it's supposed to be for the entire equation. I'm a little confused as well as to understand how you're supposed to be answering these questions on coursera.",103,24,1359410815
2418416,"Yes, have tried the two likely options but neither seem to work!",104,20,1359410892
1931304,"You should use this markup language called LaTex. 
You could really learn it or use this online Latex Equation editor:

http://www.codecogs.com/latex/eqneditor.php",105,22,1359410902
1974514,"Hi im Javeriah from NYC :)",106,4,1359410941
1046042,"My answer was correct, and I treated the -2 as being applied to the whole fraction. It seemed strange there, so I just assumed it was meant to be on the right side of the brackets. 

EDIT: Perhaps try enter k as a fraction and not a decimal.",107,24,1359411013
2474907,"Sarah from CT here!  Nice to meet everyone!",108,4,1359411025
2197834,"Hi 
I am Juane from Spain. This is also my first course.",109,4,1359411143
363846,"Multiplication involving square roots, I find it easy. But yes, I have the same problem...
",110,20,1359411161
2051862,"I'm Tara from Minnesota, I'm excited for the opportunity to refresh on Algebra! This is my first Coursera class, I've been excited to try it out for a while now!  Hopefully this course isn't way over my head! ",111,4,1359411347
2332040,"Hey My name is Dave i live Glasgow Scotland looking forward to learn something new!!",112,4,1359411457
1750713,"Hey everyone!  I'm Eric from Chicago, IL, but living in Wichita, KS.  I'm taking this class to refine my Algebra skills before I begin my journey as a Physics and Engineering student.  That is really cool that we have so many people on here from all over the world!  I hope everyone gets what they are looking for in this course!  Good luck!",113,4,1359411533
666267,"i have the problem as well...",114,20,1359411622
2051610,"It is not required to purchase ALEKS, only recommended,  It is a personal choice, I guess.  I haven't made up my mind yet and I think it will be around $40 US dollars, but not sure.  So, I wouldn't be too worried about it. There are some great links at the end of the syllabus that can be used to practice and get more of an understanding of the topics.  I think I will be okay without purchasing it.",115,25,1359411652
2309211,"I´m Joyce, from Brazil!",116,4,1359411670
2413142,"Baltimore Maryland",117,26,1359411685
1097097,"For Questions 2, 3 and 4 in Quiz 3 Exponents  -do they mean to compute the coefficient of z, x and y (respectively ) OR the exponent of z, x and y ??",118,19,1359411908
2342235,"Hello everybody!! I'm Noemi from Valencia, Spain",119,4,1359411948
2120255,"Everyone who caught the error in quiz 1 deserves a bonus mark - retired teacher",120,5,1359411984
2120255,"Everyone who caught the error in quiz 1 deserves a bonus mark!!",121,5,1359412050
2409976,"hello I'm from Mexico, my English is not very good, so please excuse my grammar.
go forward to study",122,4,1359412057
2180751,"Hi there!!!
My name is Rafael and I'm from Brazil - Rio de janeiro",123,4,1359412161
711480,"We can use the exercise/knowledge map of Khan Academy.

I simply don't have the money for ALEKS, although I can see the perks of using it.",124,25,1359412213
2411609,"I am Jordan from America!",125,4,1359412219
2459172,"I have signed up for two courses in math 1. Intermediate Algebra and 2. Pre- Calculus. 
both of these courses desire to sign up for ALEKS software. will it be sufficient to sign up once, and how do link up Aleks with my 2 courses. 
Thanks for guidance.",126,27,1359412243
2321139,"I second the question Heather asks.
",127,10,1359412249
2147601,"Hi! I'm Aniel from Aracaju(SE)-Brazil ",128,4,1359412285
1217335,"Всем привет!

Для обсуждения курсов по математике есть общий чат в скайпе, подключайтесь

    skype:?chat&blob=rXGeQFT_cMi7M62cLHQK8Y_p65FwrFitaslSeqpddK61dZJcHR5mKv_TzSV1padfdJQuH3jke0lKFtVUXNF7jowinzvGV1VUsO9z0W76e-okKGqRM2hGKIukLXXesHPSuZr-b3VYJ2BIcD6h2NvKKpAxRQJcRnbYbS5I_KpGKkIFEyILn_qtO3yQhXbTLgTgEcijvqtx-By0ULn8uzi5ULAtuDwXQDo

Если не можете подключиться, добавьте в контакты логин `courserachat` с пометкой 'математика'.

Присоединяйтесь к группе в linkedin

[http://www.linkedin.com/groups/Курсеровцы-4749170][1]

Список чатов по всем курсам

[https://groups.google.com/forum/#!forum/stanford-online-classes][2]


  [1]: http://www.linkedin.com/groups/%D0%9A%D1%83%D1%80%D1%81%D0%B5%D1%80%D0%BE%D0%B2%D1%86%D1%8B-4749170
  [2]: https://groups.google.com/forum/#!forum/stanford-online-classes",129,28,1359412364
1647091,"Hi! I am Omadele (Dele) from Orlando, FL.",130,4,1359412749
1187083,"I am having a hard time figuring out how to answer the questions in the first place. ",131,19,1359412749
903743,"The problem summary:
![week 1 quiz 1 question][1]

Steps to reproduce:
1. = should be a plus for option c?


  [1]: http://www.freeimagehosting.net/9ou4e",132,29,1359412803
957136,"they want the exponents for each one ",133,19,1359412804
405002,"Yes, that's true, but sometimes you just want to know how long it's going to take without having to open the videos.  It's nice to be able to plan your time.  It's especially nice if you're taking more than one course at a time..",134,7,1359412910
903743,"
  [1]: http://www.freeimagehosting.net/yhbqz

In quiz three the exponent on z on the top line has -2-2. I think the second -2 is intended to be outside the brackets",135,29,1359413075
2126259,"Hi this is Mike in Washington state",136,4,1359413086
1916298,"I have the same issue. I am at Quiz 2, I have pressed the numbers right and it just says wrong answer. How are we supposed to write the variables?",137,22,1359413149
2085146,"Saludos, si hablas español sigue este hilo :)",138,30,1359413238
2476051,"Hi, I'm Anna from the Philippines.",139,4,1359413261
451401,"With the first example in the first unit, the answer was not correct.  It did not ask how much time would it take to get to the center, but how many *licks* would it take.  The formula may be accurate.  The mathematical answer may be correct for the formula given.  But the overall answer is incorrect because it does not answer the question.

How many licks does it take to get to the candy center of a Tootsie Roll Pop?  The candy center is part of the whole, so this is really a lot more complicated than the answer she’s given, as the Tootsie Roll center has its own circumference.  And, how many licks are there per minute?",140,31,1359413313
283093,"Hi Everyone,

American expat living in Norway.  I took linear algebra for database and computer learning courses and it didn't kill me, so now I figure I will brush up.  My teenage daughter is also taking Algebra in school....so hopefully I can support her better by taking this class.  I have a keen interest in physics and now I need the math to back it up. 

I wish everyone the greatest success...I will be asking a lot of questions!!!",141,4,1359413336
1459529,"Hello! I am Ary. I live in Brazil. :)",142,4,1359413385
742507,"I got ALEKS to work on Internet Explorer. It causes issues with Firefox. ",143,13,1359413399
2098356,"Hello! I am Katelyn from California! ",144,4,1359413477
2033448,"Hello.  I am Anthony from Iowa.  Looking to getting a good head start on the upcoming semester when I have to take some Algebra.  My rationale is that I may as well do the studying here with real teachers who can help me.  I need this to get a start in calculus which is required for my major.

I wish everyone good luck in the course.",145,4,1359413635
1664073,"Hi I'm Judia from Chicago but I now live in Atlanta. ",146,4,1359413703
2100055,"Hi folks, Im Steven from Glasgow in Scotland",147,4,1359413707
867183,"hello my names laura and am from california",148,4,1359413743
495224,"Heather, you don't actually have to enter your course anywhere. If you click on ""sign up now"" you'll be directed to a page where you'll have to input the course code (given in the syllabus), you'll then see the course title and the lecturer's name. You'll then have to enter in your access code (License code)",149,10,1359413764
2454181,"Freshman... Our geometry class is slow and annoying, trying to further my math knowledge. Taken Algebra I, not II yet.",150,9,1359413774
2295086,"Hello everyone. I am Maciej from Poland.
",151,4,1359413806
2421738,"Hello i am from Colombia.",152,4,1359413816
2357187,"I am Simon From Venezuela",153,4,1359413878
2131452,"Hello, I am Kyle from Wisconsin.",154,4,1359413878
2274406,"I'm Buchanan from Seattle.  Nice to meet everyone...had no idea there would be so many folks taking the course.  Should be interesting (^_^ )


がんばりましょうね！",155,4,1359413912
1045296,"I don't want to be a bummer, but I am a little bothered that we are being STRONGLY ENCOURAGED to purchase software on a site that is advertised as being free. I understand that there are always costs, but this does bother me.",156,32,1359413925
170234,"Last year of high school :))",157,9,1359413962
170234,"Hi, I am Barbie (Barbora) from the Czech Republic :)",158,4,1359414003
2309242,"Hello:) I'm Annika from Atlanta - USA!",159,4,1359414017
1912348,"I am from the Dallas, TX area and I am using this course as a refresher. Looking forward to the experience. I hope I can keep up. I am a senior web developer for a large company in Dallas. This should be fun!!!",160,33,1359414073
2421738,"Ok, you are right, i am with you the question is ¿how many licks ...?",161,31,1359414128
2367263,"I'm also in my sophomore year but I live in england so this is completely different to what we're doing in class :S",162,9,1359414151
2391037,"Sí, hablo español (aunque vivo en la Isla de Man)

Hasta luego",163,30,1359414158
1751010,Thanks!,164,13,1359414177
723388,"From Milford CT",165,4,1359414197
2406780,"Pues si. Pero no muy bien :)
Madre Española, y mi padre era Holandes.
Mucho gusto,

Saludos, Javier",166,30,1359414232
1450680,"Hi.. I am from Pittsburgh Pennsylvania. USA...   Yay Algerbra :)  ",167,4,1359414270
2357187,"Pues si. Soy de Venezuela",168,30,1359414283
2015051,"Hola si hablo español
Saludos",169,30,1359414301
2421738,"Hola, espero que podamos ayudarnos.",170,30,1359414307
2049444,"The problem summary:
I have watched the first two videos under ""video lecture index"".  If I click on ""quizzes & exam indes"", it is blank.  Where are the quizzes?
Thank you.

Steps to reproduce:
1.
2.
3.

If you are also experiencing this issue, please upvote this post.",171,34,1359414334
1829246,"I am from Washington State (USA).",172,4,1359414372
464167,"Hey, guys. I've been on the phone with ALEKS with the same questions. Here are the answers:

@Anonymous: Each course is completely self-contained and has its own course code. You have to purchase a separate license for each course you're enrolled in. There is, unfortunately, no way around this.

@Heather and Jack: You need to follow the following steps:

1) Get the course's course code from the Coursera syllabus, then go to www.ALEKS.com to register. 

2) Once on the ALEKS site, choose ""Higher Education"" from either the menu bar or the three large colored boxes at the bottom of the home page.

3) Next, choose ""Sign Up Now"" from the small box on the right. On the next (Sign Up) page, enter the Coursera course code into the fields provided in the orange box on the left. Clicking ""Continue"" will bring you to a page entitled ""Confirm Enrollment Information."" Click ""Continue if the course information is correct (the names are not identical to the Coursera names; just be sure it says ""Algebra"" for this course and ""Precalculus"" for the Precalculus course).

4) On the ""Welcome to ALEKS!"" page, choose the appropriate option and click ""Continue.""

5) If you've never used ALEKS before and choose the option ""I have never used ALEKS before or I do not have an ALEKS login name,"" you'll be brought to a page titled ""Enter Your Access Code."" This is different from the course code; this is effectively your subscription. If you haven't used ALEKS before, you'll need to purchase a subscription. 

6) Click the link that says ""purchase an access code online."" Choose the length of subscription you want (you'll need at least 11 weeks) and then enter your registration information on the page that follows.

I haven't gotten beyond that point, as I haven't yet decided whether or not to purchase a subscription. But hopefully this should get you navigating the site so you can come back to this point (or one of the earlier steps) if necessary.

:)  Nicole

",173,10,1359414372
1833503,"Hi

I'm Carlos from Spain.......I'm new to coursera and I need to review my algebra skills in order to progress in my Calculus class..",174,4,1359414380
2398438,"Andy from NJ. First Coursera course",175,4,1359414404
2406780,"Hi, Javi from Amsterdam, Holland",176,4,1359414410
2131452,"I was in the middle of doing one, finished it and then they disappeared.....",177,34,1359414434
1652235,"Hi Daniel, we've removed the quizzes temporarily as the UCI instructor team is working on fixing some errors. Thanks for your patience, and sorry for the inconvenience.",178,34,1359414434
1971518,"I am also having the same problem.  I can't find the week one tab at all, even though it was available earlier this morning.",179,34,1359414449
2344305,"Hi, im pat from New Orleans, LA, USA",180,4,1359414504
2431572,"Hi, I completed one quiz and now when I click on the ""Quizzes"" page, nothing comes up. Is this just because I have already completed the quiz for today? Also, does anyone know if we have another quiz this week? Like I said, they won't show. Thanks in advance! :-)",181,35,1359414538
2126259,"there was an issue with some typos in the quizzes, I noticed after people mentioned this in the forum the quizzes vanished, I'm sure they'll be back soon :-)",182,34,1359414547
2019804,"I am originally from VT too.  What area do you live near?",183,17,1359414549
2015051,"Dónde están los Quizzes?",184,30,1359414556
2232947,"Can I audit this class? I am a secondary math coordinator for a school system and have no need for a credit but would like to watch the lectures to brush up on Algebra skills.",185,36,1359414558
2272414,"Hi, i'm May from FL. Hope we enjoy this course.",186,4,1359414579
1965263,"Hi, I am Rubie from Philippines :)",187,4,1359414599
2126259,"there was an issue with some typos in the quizzes, I noticed after people mentioned this in the forum the quizzes vanished, I'm sure they'll be back soon :-)",188,35,1359414670
2044658,"My name's Maranda and I am living in the DC area currently, soon to be headed back to North Florida=-) ",189,4,1359414721
979441,"Of course you can. Coursera courses are free to use however you want.",190,36,1359414727
2085146,"que bueno es encontrar personas que hablan español, mucha suerte a todos.  ",191,30,1359414842
692567," Respect the question of Alexis Hurst: 
Today?",192,35,1359414846
2425629,"Hi, Graham from Brisbane, Australia. My first coursera course, using this course as a structured way to revise my algebra. cheers.",193,4,1359414863
2411609,"where are the math problems after the videos?
",194,35,1359414870
464167,"I've spoken with a rep at ALEKS about this, and he's going to speak with his superiors as well as the course staff. He agreed with me that it's a little outrageous to have the main bulk of a free course in a paid program. Sure, we have the option of not buying it, but not buying the program—where all the practice problems, the textbook chapters, and the assessments are—is a little like signing up for a course and being allowed to go to the lectures and take all the tests, but not being allowed to have the textbook or the homework problems. 

It would be one thing if this was advertised as a paid course and the fees upfront, but it's rather unfair to those of us who have signed up for a free course because we're financially challenged.

: )  Nicole",195,14,1359414872
2321139,"Course:  Coursera - Math 1A - Jan 2013 - Algebra (College)   
Subject:  PreCalculus   
Instructor:  Prof. Lehman   
School:  University of California--Irvine 

This is what shows up when registering in ALEKS.",196,10,1359414876
979441,"The Emerald City... Seattle, Washington State, USA.",197,4,1359414920
2424171,"Sydney Australia, but a Canadian expat",198,4,1359414924
2030356,"Hey buddy. I cannot understand how can I type my responses of the question number 8, 4, and 3 in the quiz paper.
Dear instructor, the format of the eighth question in the exam has drawback. Please make it correct right away because it mixed up the students. :(

(2*sqrt(7)?3*sqrt(2))*(sqrt(7)-5*sqrt(2)",199,37,1359414939
2340958,"Spo what happened to the Quizzes",200,34,1359414942
2457587,"Hi! I'm Peggy from Pittsburgh, Pennsylvania  USA. This is my first Coursera Course",201,4,1359414986
2163861,"i noticed that too...seems to me that u wouldnt include the circumference of the candy center if you are trying to find out how many licks it takes to get to it...maybe they should have did the original circumference minus the circumference of the candy center to use the candy coat as information for the formula...i understand the point they were trying to make though",202,31,1359415236
1187083,"All of my quizzes and week 1 have gone missing. Is anyone else having the problem?

[Screenshot][1000]

[1000]:http://coursera-forum-screenshots.s3.amazonaws.com/4f/494f774bff10b779e06e7f64e31b48/missing.JPG

If you are also experiencing this issue, please upvote this post.",203,38,1359415320
666267,"they are slowly reappearing in the quiz & exam index",204,34,1359415352
1187083,"There is nothing under ""Quizzes & Exam Index""",205,38,1359415362
289269,"Hi, I'm Abeer from UK",206,4,1359415457
1125627,"Hi everyone! I'm Karen from Brooklyn, New York.",207,4,1359415537
1713451,"Are the homework assignments a review/practice for the quiz of the week and/or final test or are they are just extra practice? I noticed that the Stitz and Zeager are not very related to the videos (at least the first 3 videos), but that the Brennan are, hence the question. Look forward to hearing from you! Thanks!",208,39,1359415593
2416706,"Hi all. I'm Lauren and I'm from New Jersey. Just brushing up on my math skills. Good luck with the class!",209,4,1359415606
820990,"hello, I am Ivan Adolfo Calderon. I am from Colombia. I do not speak english. 
Soy colombiano.",210,4,1359415657
1372146,"I could see all the Quizes",211,38,1359415661
2418416,"We are still able to access the lectures and quizzes free of charge, so the essential aspects of the course are still free and you can complete the course for free. I find it interesting that people in this course seem to be more upset that the course people have recommended an optionalpiece of software than students on other free courses seem to be that they will have to pay a similar amount to buy optional textbooks or even a couple of set reading books that are essential to completing parts of the course. Thoughts? ",212,14,1359415664
2444457,"Virun from The Netherlands. This is my first course. ",213,4,1359415769
2385754,"The quizzes have temporarily been taken down to fix some errors but will be back up later.",214,38,1359415815
1642122,"HI! I'm a Freshman and I'm going to hopefully enjoy the class!",215,9,1359415871
2143586,"I am Alba from Guayaquil, Ecuador",216,4,1359415957
1321407,"Homeschooled sophomore, I'm planning on getting back into the swing of this by using this class.",217,9,1359416141
1607007,"Hi all I'm Colin, im English. I live in France but work in the UK. I'm interested in taking Astronomy courses but my maths is not up to the task at the moment. I'm looking forward to the course but quite nervous its been a lot of years since 'O' level maths but I hope it is fun.",218,4,1359416231
2396359,"Hi my name is Kathy I am from Tennessee and I am taking this course to help me as a substitute teacher.",219,4,1359416264
925634,"Oh, please. You choose whether to look at the full half of the glass or look at the empty half. You have lost absolutely nothing up to this point in time. You HAVE, however, gained the opportunity to learn algebra at no cost. You will get out of it what you put into it, and that applies whether you use the ALEKS license or not.",220,14,1359416468
1833503," yo tb hablo español",221,30,1359416613
1987155,"If this gets enough upvotes, maybe they'll send out an email telling people to check out khanacademy.org

It's free, and extremely useful",222,40,1359416850
1274507,"Greetings from Croatia :)",223,4,1359416945
